ID_KEY;OBL;NU;KMB
102;24;Бюджет Селище Кельменці;24305401000
102;25;Бюджет м. Городня;25305301000
103;01;Бюджет с.Пахарівка;01303514000
103;02;ЯКУШИНЕЦЬКА/С.ЯКУШИНЦI;02303530000
103;03;Бюджет с. Ворокомле;03304507000
103;04;Бюджет Гейківської сільської ради;04305504000
103;05;Бюджет с. Золоті Пруди;05311503000
103;06;Бюджет Романівської с\р;06304512000
103;07;Бюджет с.Щербовець;07304513000
103;08;Бюджет селища Зализничне;08306401000
103;09;Бюджет с. Курів;09303521000
103;10;Бюджет Бориспільського р-ну;10304200000
103;11;Бюджет с.Вікнено;11303503000
103;12;Бюджет Біловодського р-ну;12302200000
103;13;Бюджет с.Суховоля;13303524000
103;14;Бюджет Катеринівської сільської ради;14306503000
103;15;Бюджет с. Семенівки;15305520000
103;16;СТУКАЛОВСКИЙ/С.СТУКАЛОВКА;16304513000
103;17;Бюджет Дубенського р-ну;17305200000
103;18;Бюджет с.Солдатське;18303511000
103;19;Бюджет с.Передмістя;19303522000
103;20;Бюджет с.Хрущова Микитівка;20304519000
103;21;Бюджет с. Зарічне;21306502000
103;22;с. Веселець;22304506000
103;23;Бюджет с. Боровикове;23304502000
103;24;Бюджет с. Бабин;24305501000
103;25;Бюджет с. Андріївка;25305501000
104;01;Бюджет с.Побїдне;01303515000
104;02;ГАЙСИНСЬКИЙ РАЙОН/М.ГАЙСИН;02304200000
104;03;Бюджет с. Видерта;03304508000
104;04;Бюджет Глеюватської сільської ради;04305505000
104;05;Бюджет с. Криниці;05311505000
104;06;Бюджет Скочищенської с\р;06304513000
104;07;Районний бюджет іршавського р-ну;07305200000
104;08;Бюджет с. Верхня Терса;08306501000
104;09;Бюджет с. Лани;09303522000
104;10;Бюджет с. Велика Олександрівка;10304501000
104;11;Бюджет с.Солгутово;11303510000
104;12;Бюджет селища Біловодськ;12302401000
104;13;Бюджет с.Татаринів;13303525000
104;14;Бюджет Кубрякської сільської ради;14306504000
104;15;Бюджет с. Салганів;15305523000
104;16;ТАРАСОВСКИЙ/С.ТАРАСОВКА;16304514000
104;17;Бюджет селища Смига;17305401000
104;18;Бюджет с.Тарасівка;18303512000
104;19;Бюджет с.Пишківці;19303524000
104;20;Бюджет с.Червона Нива;20304520000
104;21;Бюджет с. іванівка;21306503000
104;22;с. Жищинцi;22304507000
104;23;Бюджет с. Будище;23304503000
104;24;Бюджет с. Берново;24305502000
104;25;Бюджет с. Бурівка;25305502000
105;01;Бюджет с.Просторне;01303516000
105;02;ГАЙСИН;02304301000
105;03;Бюджет с. Видричі;03304509000
105;04;Бюджет Грузської сільської ради;04305506000
105;05;Бюджет с. Мирна Долина;05311507000
105;06;Бюджет Соболівської с\р;06304514000
105;07;Бюджет м.іршава;07305301000
105;08;Бюджет с. Воздвижівка;08306502000
105;09;Бюджет с. Маринопіль;09303523000
105;10;Бюджет с. Вишеньки;10304502000
105;11;Бюджет с.Соломія;11303511000
105;12;Бюджет с.Бараниківка;12302501000
105;13;Бюджет с.Тулиголови;13303526000
105;14;Бюджет Луб`янської сільської ради;14306505000
105;15;Бюджет с. Софіївки;15305522000
105;16;ТОПОЛЕВСКИЙ/С.ТОПОЛЕВОЕ;16304515000
105;17;Бюджет с. Берег;17305501000
105;18;Бюджет с.Яблучне;18303513000
105;19;Бюджет с.Ріпинці;19303527000
105;20;Бюджет Борівського р-ну;20305200000
105;21;Бюджет с. Кочубеївка;21306504000
105;22;с. Iванкiвцi;22304508000
105;23;Бюджет с. Водяники;23304505000
105;24;Бюджет с. Бузовиця;24305503000
105;25;Бюджет с. Бутівка;25305503000
106;01;Бюджет с.Розкішне;01303517000
106;02;БОНДУРIВСЬКА/С.БОНДУРI;02304501000
106;03;Бюджет с. Грудки;03304510000
106;04;Бюджет Златаустівської сільської ради;04305507000
106;05;Бюджет с. Михайлівка;05311508000
106;06;Бюджет Соловіївської с\р;06304515000
106;07;Бюджет с.Арданово;07305501000
106;08;Бюджет с. Добропілля;08306503000
106;09;Бюджет с. Медуха;09303525000
106;10;Бюджет с. Вороньків;10304503000
106;11;Бюджет с.Таужна;11303512000
106;12;Бюджет с.Брусівка;12302502000
106;13;Бюджет с.Угри;13303528000
106;14;Бюджет Миколаївської сільської ради;14306506000
106;15;Бюджет с. Старокозацького;15305521000
106;16;УЛЬЯНОВСКИЙ/С.УЛЬЯНОВКА;16304516000
106;17;Бюджет с. Варковичі;17305502000
106;18;Бюджет с.Ямне;18303514000
106;19;Бюджет с.Русилів;19303528000
106;20;Бюджет селища Борова;20305401000
106;21;Бюджет с. Мала Шестерня;21306505000
106;22;с. Кам``янка;22304509000
106;23;Бюджет с. Гудзівка;23304506000
106;24;Бюджет с. Бурдюг;24305504000
106;25;Бюджет с. Ваганичі;25305504000
107;01;Бюджет с.Рощини;01303518000
107;02;БУБНIВСЬКА/С.БУБНIВКА;02304502000
107;03;Бюджет с. Гута-боровенська;03304511000
107;04;Бюджет Кіровської сільської ради;04305508000
107;05;Бюджет с. Петрівка Друга;05311506000
107;06;Бюджет Ставищенської с\р;06304516000
107;07;Бюджет с.Білки;07305502000
107;08;Бюджет с. Долинка;08306504000
107;09;Бюджет с. Мединя;09303524000
107;10;Бюджет с. Глибоке;10304504000
107;11;Бюджет с.Тополя;11303513000
107;12;Бюджет с.Городище;12302503000
107;13;Бюджет с.Шоломиничі;13303529000
107;14;Бюджет Новосвітлівської сільської ради;14306507000
107;15;Бюджет с. Старої Царичанки;15305524000
107;16;ДИКАНЬСКИЙ РАЙОН/ПГТ ДИКАНЬКА;16305200000
107;17;Бюджет с. Верба;17305503000
107;18;Бюджет Глухівського р-ну;18304200000
107;19;Бюджет с.Скоморохи;19303529000
107;20;Бюджет с.Богуславка;20305501000
107;21;Бюджет с. Нововознесенівка;21306506000
107;22;с. Клинове;22304510000
107;23;Бюджет с. Гусакове;23304507000
107;24;Бюджет с. Вартиківці;24305505000
107;25;Бюджет с. Великий Дирчин;25305505000
108;01;Бюджет с.Світле;01303519000
108;02;ГРАНIВСЬКА/С.ГРАНIВ;02304503000
108;03;Бюджет с. Добре;03304512000
108;04;Бюджет Красінської сільської ради;04305509000
108;05;Бюджет с. Некремінне;05311509000
108;06;Бюджет Хомутеуької с\р;06304517000
108;07;Бюджет с.Брід;07305503000
108;08;Бюджет с. Дорожне;08306505000
108;09;Бюджет с. Нараївка;09303527000
108;10;Бюджет с. Гнідин;10304505000
108;11;Бюджет с.Хащувате;11303514000
108;12;Бюджет с.Данилівка;12302504000
108;13;Бюджет с.Тучапи;13303527000
108;14;Бюджет Подільської сільської ради;14306508000
108;15;Бюджет с. Удобного;15305525000
108;16;ДИКАНЬКА;16305401000
108;17;Бюджет с. Гірники;17305504000
108;18;Бюджет селище Червоне;18304401000
108;19;Бюджет с.Сновидів;19303530000
108;20;Бюджет с.Вище-Солоне;20305502000
108;21;Бюджет с. Новомиколаївка;21306507000
108;22;с. Кремiнна;22304511000
108;23;Бюджет с. Козацьке;23304510000
108;24;Бюджет с. Вовчинець;24305506000
108;25;Бюджет с. Великий Листвен;25305506000
109;01;Бюджет с.Стальне;01303520000
109;02;ГРУЗЬКА/С.ГРУЗЬКЕ;02304504000
109;03;Бюджет с. Залісся;03304513000
109;04;Бюджет Лозуватської сільської ради;04305510000
109;05;Бюджет с. Новоолександрівка;05311510000
109;06;Бюджет Яструбенської с\р;06304518000
109;07;Бюджет с.Бронька;07305504000
109;08;Бюджет с. Комсомольске;08306506000
109;09;Бюджет с. Насташине;09303528000
109;10;Бюджет с. Головурів;10304506000
109;11;Бюджет с.Чемерпіль;11303515000
109;12;Бюджет с.Євсуг;12302505000
109;13;Бюджет Дрогобицького р-ну;13304200000
109;14;Бюджет Покровської сільської ради;14306509000
109;15;Бюджет с. Шабо;15305526000
109;16;АНДРЕЕВСКИЙ/С.АНДРЕЕВКА;16305501000
109;17;Бюджет с. івання;17305505000
109;18;Бюджет селище Шалигине;18304402000
109;19;Бюджет с.Соколів;19303531000
109;20;Бюджет с.Гороховатка;20305503000
109;21;Бюджет с. Новопетрівка;21306508000
109;22;с. Кузьмин;22304512000
109;23;Бюджет с. Княжа;23304508000
109;24;Бюджет с. Вороновиця;24305507000
109;25;Бюджет с. Володимирівка;25305507000
110;01;Бюджет с.Табачне;01303521000
110;02;ГУБНИЦЬКА/С.ГУБНИК;02304505000
110;03;Бюджет с. Карасин;03304514000
110;04;Бюджет Надеждівської сільської ради;04305511000
110;05;Бюджет с. Очеретине;05311511000
110;06;Бюджет Володарськ- Волинського р-ну;06305200000
110;07;Бюджет с.Великий Раковець;07305505000
110;08;Бюджет с. Любимівка;08306507000
110;09;Бюджет с. Нові Скоморохи;09303529000
110;10;Бюджет с. Гора;10304507000
110;11;Бюджет с.Червоне;11303516000
110;12;Бюджет с.Кононівка;12302506000
110;13;Бюджет селище Меденичі;13304401000
110;14;Бюджет Порічанської сільської ради;14306510000
110;15;Бюджет с. Широкого;15305527000
110;16;БАЙРАКСКИЙ/С.БАЙРАК;16305502000
110;17;Бюджет с. Княгинин;17305506000
110;18;Бюджет с.Баничі;18304501000
110;19;Бюджет с.Сороки;19303532000
110;20;Бюджет с.ізюмське;20305504000
110;21;Бюджет с. Орлове;21306509000
110;22;с. Купин;22304513000
110;23;Бюджет с. Кобиляки;23304509000
110;24;Бюджет с. Грушівці;24305508000
110;25;Бюджет с. Вихвостів;25305508000
111;01;Бюджет с.Цілинне;01303522000
111;02;ГУНЧАНСЬКА/С.ГУНЧА;02304506000
111;03;Бюджет с. Качин;03304515000
111;04;Бюджет Недайводської сільської ради;04305512000
111;05;Бюджет с. Весела Гора;05311512000
111;06;Бюджет Володарськ-Волинської селищноі ради;06305401000
111;07;Бюджет с.Гребля;07305507000
111;08;Бюджет с. Малинівка;08306508000
111;09;Бюджет с. Поділля;09303532000
111;10;Бюджет с. Дударків;10304508000
111;11;Бюджет Головонівський р-ну;11304200000
111;12;Бюджет с.Литвинівка;12302507000
111;13;Бюджет селище Підбуж;13304402000
111;14;Бюджет Ставківської сільської ради;14306511000
111;15;Бюджет Біляївського р-ну;15306200000
111;16;БАЛЯСНЕНСКИЙ/С.БАЛЯСНОЕ;16305503000
111;17;Бюджет с. Майдан;17305507000
111;18;Бюджет с.Бачевськ;18304502000
111;19;Бюджет с.Старі Петликівці;19303533000
111;20;Бюджет с.Першотравневе;20305506000
111;21;Бюджет с. Пригір``я;21306510000
111;22;с. Курiвка;22304514000
111;23;Бюджет с. Мизинівка;23304511000
111;24;Бюджет с. Дністрівка;24305509000
111;25;Бюджет с. Гніздище;25305509000
112;01;Бюджет с.Чайкине;01303523000
112;02;ЖЕРДЕНIВСЬКА/С.ЖЕРДЕНIВКА;02304507000
112;03;Бюджет с. Клітицьк;03304516000
112;04;Бюджет Новопільської сільської ради;04305513000
112;05;Бюджет с. Спасько-Михайлівка;05311513000
112;06;Бюджет іршанської селищноі ради;06305402000
112;07;Бюджет с.Дубрівка;07305510000
112;08;Бюджет с. Мирне;08306509000
112;09;Бюджет с. Озеряни;09303530000
112;10;Бюджет с. іванків;10304509000
112;11;Бюджет селища Голованівськ;11304401000
112;12;Бюджет с.Нижньобараниківка;12302508000
112;13;Бюджет с.Болехівці;13304503000
112;14;Бюджет Широколанівської сільської ради;14306512000
112;15;Бюджет м. Біляївки;15306301000
112;16;ВЕЛИКОБУДИЩАНСКИЙ/С.ВЕЛИКИЕ БУДИЩА;16305504000
112;17;Бюджет с. Малі Сади;17305508000
112;18;Бюджет с.Білокопитове;18304504000
112;19;Бюджет с.Стінка;19303534000
112;20;Бюджет с.Піски-Радьківські;20305505000
112;21;Бюджет Генічеського р-ну;21307200000
112;22;с. Лiсоводи;22304515000
112;23;Бюджет с. Моринці;23304512000
112;24;Бюджет с. Зелена;24305510000
112;25;Бюджет с. Деревини;25305510000
113;01;Бюджет с.Ярке;01303524000
113;02;ЗЯТКОВЕЦЬКА/С.ЗЯТКIВЦI;02304508000
113;03;Бюджет с. Личини;03304517000
113;04;Бюджет Орджонікідзенської сільської ради;04305514000
113;05;Бюджет с. Степанівка;05311515000
113;06;Бюджет Новоборівської селищноі ради;06305403000
113;07;Бюджет с.Довге;07305508000
113;08;Бюджет с. Новозлатопіль;08306510000
113;09;Бюджет с. Межигірці;09303526000
113;10;Бюджет с. Кірове;10304510000
113;11;Бюджет селища Побузьке;11304402000
113;12;Бюджет с.Новоалександрівка;12302509000
113;13;Бюджет с.Бронниця;13304504000
113;14;Бюджет Вознесенського р-ну;14307200000
113;15;Бюджет селища Хлібодарського;15306401000
113;16;ВЕЛИКОРУДКОВСКИЙ/С.ВЕЛИКАЯ РУДКА;16305505000
113;17;Бюджет с. Мильча;17305509000
113;18;Бюджет с.Береза;18304503000
113;19;Бюджет с.Цвітова;19303536000
113;20;Бюджет с.Підвисоке;20305507000
113;21;Бюджет м. Геничеськ;21307301000
113;22;с. Лiсогiрка;22304516000
113;23;Бюджет с. Неморож;23304513000
113;24;Бюджет с. іванівці;24305511000
113;25;Бюджет с. Дроздовиця;25305511000
114;01;Бюджет с.Ярке Поле;01303525000
114;02;КАРБIВСЬКА/С.КАРБIВКА;02304509000
114;03;Бюджет с. Мельники-мостище;03304518000
114;04;Бюджет Червоненської сільської ради;04305515000
114;05;Бюджет с. Староварварівка;05311514000
114;06;Бюджет Березівської с\р;06305501000
114;07;Бюджет с.Доробратово;07305509000
114;08;Бюджет с. Новомиколаївка;08306511000
114;09;Бюджет с. Перлівці;09303531000
114;10;Бюджет с. Любарці;10304511000
114;11;Бюджет с.Вербово;11304501000
114;12;Бюджет с.Новолимарівка;12302510000
114;13;Бюджет с.Бистриця;13304501000
114;14;Бюджет Олександрівської селищної ради;14307401000
114;15;Бюджет с. Августівки;15306501000
114;16;ВОДЯНОБАЛКОВСКИЙ/С.ВОДЯНАЯ БАЛКА;16305506000
114;17;Бюджет с. Мирогоща;17305510000
114;18;Бюджет с.Вільна Слобода;18304505000
114;19;Бюджет с.Язловець;19303537000
114;20;Бюджет с.Підлиман;20305508000
114;21;Бюджет селища Новоолексіївка;21307401000
114;22;с. Немиринцi;22304517000
114;23;Бюджет с. Озірна;23304514000
114;24;Бюджет с. Козиряни;24305512000
114;25;Бюджет с. івашківка;25305512000
115;01;Бюджет с.Яснополянське;01303526000
115;02;КIБЛИЦЬКА/С.КIБЛИЧ;02304510000
115;03;Бюджет с. Нові червища;03304519000
115;04;Бюджет Чкалівської сільської ради;04305516000
115;05;Бюджет Амросіївського р-ну;05301200000
115;06;Бюджет Грушківської с\р;06305502000
115;07;Бюджет с.Загаття;07305511000
115;08;Бюджет с. Петрівка;08306512000
115;09;Бюджет с. Сапогів;09303533000
115;10;Бюджет с. Мартусівка;10304512000
115;11;Бюджет с.Грузька;11304502000
115;12;Бюджет с.Плугатар;12302511000
115;13;Бюджет с.Бистриця Гірська;13304502000
115;14;Бюджет Білоусівської сільської ради;14307501000
115;15;Бюджет с. Березані;15306502000
115;16;НАДЕЖДИНСКИЙ/С.НАДЕЖДА;16305507000
115;17;Бюджет с. Молодаво;17305511000
115;18;Бюджет с.Горіле;18304506000
115;19;Бюджет с.Жнибороди;19303508000
115;20;Бюджет с.Чернещина;20305509000
115;21;Бюджет селища Партизани;21307402000
115;22;с. Нове Порiччя;22304518000
115;23;Бюджет с. Вільховець;23304504000
115;24;Бюджет с. Комарово;24305513000
115;25;Бюджет с. ільмівка;25305513000
116;01;Бюджет Кіровського р-ну;01304200000
116;02;КРАСНОПIЛЬСЬКА/С.КРАСНОПIЛКА;02304511000
116;03;Бюджет с. Нуйно;03304520000
116;04;Бюджет Широківської сільської ради;04305517000
116;05;Бюджет м. Амросіївка;05301301000
116;06;Бюджет Давидівської с\р;06305503000
116;07;Бюджет с.Заріччя;07305512000
116;08;Бюджет с. Полтавка;08306513000
116;09;Бюджет с. Старий Мартинів;09303534000
116;10;Бюджет с. Мирне;10304513000
116;11;Бюджет с.Гмилівка;11304503000
116;12;Бюджет с.Семикозівка;12302512000
116;13;Бюджет с.Верхні Гаї;13304505000
116;14;Бюджет Бузької сільської ради;14307502000
116;15;Бюджет с. Василівки;15306503000
116;16;НЕЛЮБОВСКИЙ/С.НЕЛЮБОВКА;16305508000
116;17;Бюджет с. Озеряни;17305512000
116;18;Бюджет с.Дунаєць;18304507000
116;19;Бюджет Гусятинського р-ну;19304200000
116;20;Бюджет Валківського р-ну;20306200000
116;21;Бюджет с. Плавське;21307507000
116;22;с. Новий Свiт;22304519000
116;23;Бюджет с. Пединівка;23304515000
116;24;Бюджет с. Коновка;24305514000
116;25;Бюджет с. Конотоп;25305514000
117;01;Бюджет м.Старий Крим;01304301000
117;02;КУЗЬМИНЕЦЬКА/С.КУЗЬМИНЦI;02304512000
117;03;Бюджет с. Оленине;03304521000
117;04;Бюджет Криничанського р-ну;04306200000
117;05;Бюджет селища Войкове;05301401000
117;06;Бюджет Дашинської с\р;06305504000
117;07;Бюджет с.імстичово;07305514000
117;08;Бюджет с. Приютне;08306514000
117;09;Бюджет с. Тенетники;09303535000
117;10;Бюджет с. Проців;10304514000
117;11;Бюджет с.Журавлинка;11304504000
117;12;Бюджет с.Шуліківка;12302513000
117;13;Бюджет с.Дорожів;13304516000
117;14;Бюджет Вознесенської сільської ради;14307503000
117;15;Бюджет с. Великий Дальник;15306504000
117;16;ОРДАНОВСКИЙ/С.ОРДАНОВКА;16305509000
117;17;Бюджет с. Плоска;17305513000
117;18;Бюджет с.Землянка;18304508000
117;19;Бюджет с-ща Гусятин;19304402000
117;20;Бюджет с. Валки;20306301000
117;21;Бюджет с. Новогригорівка;21307501000
117;22;с. Остапкiвцi;22304520000
117;23;Бюджет с. Попівка;23304516000
117;24;Бюджет с. Лівинці;24305516000
117;25;Бюджет с. Кузничі;25305515000
118;01;Бюджет селища Кіровське;01304401000
118;02;КУНКIВСЬКА/С.КУНКА;02304514000
118;03;Бюджет с. Осівці;03304522000
118;04;Бюджет Криничанської селищноі ради;04306402000
118;05;Бюджет селища Кутейникове;05301402000
118;06;Бюджет Дворищанської с\р;06305505000
118;07;Бюджет с.ільниця;07305513000
118;08;Бюджет с. Рівнопілля;08306515000
118;09;Бюджет с. Тумир;09303536000
118;10;Бюджет с. Ревне;10304515000
118;11;Бюджет с.Капітанка;11304505000
118;12;Бюджет Білокуракинського р-ну;12303200000
118;13;Бюджет с.Волоща;13304506000
118;14;Бюджет Воронівської сільської ради;14307504000
118;15;Бюджет с. Вигоди;15306505000
118;16;ПЕТРО-ДАВЫДОВСКИЙ/С.ПЕТРО-ДАВЫДОВКА;16305510000
118;17;Бюджет с. Повча;17305514000
118;18;Бюджет с.іващенкове;18304509000
118;19;Бюджет м.Копичинці;19304301000
118;20;Бюджет селища Ков`яги;20306401000
118;21;Бюджет с. Новодмитрівка;21307502000
118;22;с. Пiдлiсний Олексинець;22304521000
118;23;Бюджет с. Ризине;23304518000
118;24;Бюджет с. Ленківці;24305515000
118;25;Бюджет с. Куликівка;25305516000
119;01;Бюджет с.Абрикосівка;01304501000
119;02;КУНЯНСЬКА/С.КУНА;02304513000
119;03;Бюджет с. Піщане;03304523000
119;04;Бюджет Аульської селищноі ради;04306401000
119;05;Бюджет селища Новоамросіївське;05301403000
119;06;Бюджет Добриньської с\р;06305506000
119;07;Бюджет с.Кам``янське;07305515000
119;08;Бюджет с. Темирівка;08306516000
119;09;Бюджет с. Тустань;09303537000
119;10;Бюджет с. Рогозів;10304516000
119;11;Бюджет с.Клинове;11304506000
119;12;Бюджет селища Білокуракине;12303401000
119;13;Бюджет с.Воля;13304507000
119;14;Бюджет Григорівської сільської ради;14307505000
119;15;Бюджет с. Градениці;15306506000
119;16;СТАСОВСКИЙ/С.СТАСИ;16305511000
119;17;Бюджет с. Привільне;17305515000
119;18;Бюджет с.Кучерівка;18304510000
119;19;Бюджет м.Хоростків;19304302000
119;20;Бюджет селища Старий Мерчик;20306402000
119;21;Бюджет с. Новоіванівка;21307503000
119;22;с. Пiльний Олексинець;22304522000
119;23;Бюджет с. Рижанівка;23304517000
119;24;Бюджет с. Лукачани;24305517000
119;25;Бюджет с. Лемешівка;25305517000
120;01;Бюджет с.Владиславівка;01304502000
120;02;КУЩИНЕЦЬКА/С.КУЩИНЦI;02304515000
120;03;Бюджет с. Пнівне;03304524000
120;04;Бюджет Щорської селищноі ради;04306403000
120;05;Бюджет с. Олексіївське;05301512000
120;06;Бюджет Зубринської с\р;06305507000
120;07;Бюджет с.Кушниця;07305516000
120;08;Бюджет с. Успенівка;08306517000
120;09;Бюджет с. Яблунів;09303538000
120;10;Бюджет с. Сеньківка;10304517000
120;11;Бюджет с.Красногірка;11304507000
120;12;Бюджет селища Лозно-Олександрівка;12303402000
120;13;Бюджет с.Вороблевичі;13304508000
120;14;Бюджет Дмитрівської сільської ради;14307506000
120;15;Бюджет с. Дачного;15306507000
120;16;ЧАПАЕВСКИЙ/С.ЧАПАЕВКА;16305512000
120;17;Бюджет с. Птича;17305516000
120;18;Бюджет с.Обложки;18304511000
120;19;Бюджет с-ща Гримайлів;19304401000
120;20;Бюджет с.Олександрівка;20306512000
120;21;Бюджет с. Озеряни;21307504000
120;22;с. Радковиця;22304523000
120;23;Бюджет с. Стебне;23304519000
120;24;Бюджет с. Мошанець;24305518000
120;25;Бюджет с. Макишин;25305518000
121;01;Бюджет с.Журавки;01304503000
121;02;ЛАДИЖИНСЬКО-ХУТIРСЬКА/С.ЛАДИЖИНСЬКI ХУТОРИ;02304516000
121;03;Бюджет с. Полиці;03304525000
121;04;Бюджет Адамівської сільської ради;04306501000
121;05;Бюджет с. Артемівка;05301501000
121;06;Бюджет Краівщинської с\р;06305508000
121;07;Бюджет с.Лисичово;07305517000
121;08;Бюджет с. Червоне;08306518000
121;09;Бюджет Городенківського р-ну;09304200000
121;10;Бюджет с. Сошників;10304518000
121;11;Бюджет с.Крутеньке;11304508000
121;12;Бюджет с.Олександропіль;12303506000
121;13;Бюджет с.Нижні Гаї;13304525000
121;14;Бюджет Дорошівської сільської ради;14307507000
121;15;Бюджет с. іллінки;15306508000
121;16;ЗЕНЬКОВСКИЙ РАЙОН/Г.ЗЕНЬКОВ;16306200000
121;17;Бюджет с. Рачин;17305517000
121;18;Бюджет с.Первомайське;18304512000
121;19;Бюджет с.Васильківці;19304501000
121;20;Бюджет с.Бараново;20306501000
121;21;Бюджет с. Павлівка;21307505000
121;22;с. Скiпче;22304524000
121;23;Бюджет с. Стецівка;23304520000
121;24;Бюджет с. Нелипівці;24305519000
121;25;Бюджет с. Моложава;25305519000
122;01;Бюджет с.Золоте Поле;01304504000
122;02;МIТЛИНЕЦЬКА/С.МIТЛИНЦI;02304517000
122;03;Бюджет с. Раків ліс;03304526000
122;04;Бюджет Світлогірської сільської ради;04306511000
122;05;Бюджет с. Білоярівка;05301502000
122;06;Бюджет Кропивнянської с\р;06305509000
122;07;Бюджет с.Лоза;07305518000
122;08;Бюджет Запорізького р-ну;08307200000
122;09;Бюджет м. Городенки;09304301000
122;10;Бюджет с. Старе;10304519000
122;11;Бюджет с.Лебединка;11304509000
122;12;Бюджет с.Олексіївка;12303507000
122;13;Бюджет с.Грушів;13304509000
122;14;Бюджет Мічурінської сільської ради;14307508000
122;15;Бюджет с. Кагарлик;15306509000
122;16;ЗЕНЬКОВ;16306301000
122;17;Бюджет с. Сатиїв;17305518000
122;18;Бюджет с.Перемога;18304513000
122;19;Бюджет с.Глібів;19304505000
122;20;Бюджет с.Благодатне;20306502000
122;21;Бюджет с. Петрівка;21307506000
122;22;с. Стара Пiсочна;22304525000
122;23;Бюджет с. Тарасівка;23304521000
122;24;Бюджет с. Новоселиця;24305520000
122;25;Бюджет с. Мощенка;25305520000
123;01;Бюджет с.Льговське;01304505000
123;02;МИХАЙЛIВСЬКА/С.МИХАЙЛIВКА;02304518000
123;03;Бюджет с. Сошичне;03304527000
123;04;Бюджет Болтишківської сільської ради;04306502000
123;05;Бюджет с. Благодатне;05301503000
123;06;Бюджет Небізької с\р;06305510000
123;07;Бюджет с.Луково;07305519000
123;08;Бюджет селища Балабине;08307401000
123;09;Бюджет селища Чернелиця;09304401000
123;10;Бюджет с. Щасливе;10304520000
123;11;Бюджет с.Липовеньке;11304510000
123;12;Бюджет с.Бунчуківка;12303501000
123;13;Бюджет с.Дережичі;13304510000
123;14;Бюджет Новогригорівської сільської ради;14307509000
123;15;Бюджет с. Кам``янки;15306510000
123;16;ОПОШНЯ;16306401000
123;17;Бюджет с. Семидуби;17305519000
123;18;Бюджет с.Полошки;18304514000
123;19;Бюджет с.Городниця;19304506000
123;20;Бюджет с.Високопілля;20306503000
123;21;Бюджет с. Привільне;21307508000
123;22;с. Хмелiвка;22304526000
123;23;Бюджет с. Хлипнівка;23304522000
123;24;Бюджет с. Оселівка;24305521000
123;25;Бюджет с. Пекурівка;25305521000
124;01;Бюджет с.Партизани;01304506000
124;02;МИТКIВСЬКА/С.МИТКIВ;02304519000
124;03;Бюджет с. Стобихівка;03304528000
124;04;Бюджет Биківської сільської ради;04306518000
124;05;Бюджет с. Василівка;05301504000
124;06;Бюджет Поромівської с\р;06305511000
124;07;Бюджет с.Малий Раковець;07305520000
124;08;Бюджет селища Кушугум;08307402000
124;09;Бюджет с. Вербівці;09304501000
124;10;Бюджет Бородянського р-ну;10305200000
124;11;Бюджет с.Люшнювата;11304511000
124;12;Бюджет с.Дем`янівка;12303502000
124;13;Бюджет с.Добрівляни;13304511000
124;14;Бюджет Новоселківської сільської ради;14307516000
124;15;Бюджет с. Майори;15306511000
124;16;АРТЕЛЯРЩИНСКИЙ/С.АРТЕЛЯРЩИНА;16306501000
124;17;Бюджет с. Соснівка;17305520000
124;18;Бюджет с.Привілля;18304515000
124;19;Бюджет с.Жабинці;19304507000
124;20;Бюджет с.Гонтів-Яр;20306504000
124;21;Бюджет с. Рівне;21307509000
124;22;с. Хоптинцi;22304527000
124;23;Бюджет с. Чемериське;23304523000
124;24;Бюджет с. Перківці;24305522000
124;25;Бюджет с. Перепис;25305522000
125;01;Бюджет с.Перовомайське;01304507000
125;02;НАРАЇВСЬКА/С.НАРАЇВКА;02304520000
125;03;Бюджет с. Тоболи;03304529000
125;04;Бюджет Гуляйпільської сільської ради;04306503000
125;05;Бюджет с. Єлизавето-Миколаївка;05301505000
125;06;Бюджет Радицької с\р;06305512000
125;07;Бюджет с.Негрово;07305521000
125;08;Бюджет селища Малокатеринівка;08307403000
125;09;Бюджет с. Виноград;09304502000
125;10;Бюджет селища Бородянка;10305402000
125;11;Бюджет с.Межирічка;11304512000
125;12;Бюджет с.Курячівка;12303503000
125;13;Бюджет с.Доброгостів;13304512000
125;14;Бюджет Прибужанівської сільської ради;14307510000
125;15;Бюджет с. Маринівки;15306512000
125;16;БАТЬКОВСКИЙ/С.БАТЬКИ;16306502000
125;17;Бюджет с. Стовпець;17305521000
125;18;Бюджет с.Пустогород;18304516000
125;19;Бюджет с.Зелене;19304508000
125;20;Бюджет с.Заміське;20306505000
125;21;Бюджет с. Сокологірне;21307510000
125;22;с. Чорниводи;22304528000
125;23;Бюджет с. Чижівка;23304524000
125;24;Бюджет с. Подвір`івка;24305523000
125;25;Бюджет с. Полісся;25305523000
126;01;Бюджет с.Привітне;01304508000
126;02;НОСОВЕЦЬКА/С.НОСIВЦI;02304521000
126;03;Бюджет с. Хотешів;03304530000
126;04;Бюджет Дружбівської сільської ради;04306515000
126;05;Бюджет с. Зелене;05301506000
126;06;Бюджет Рижанської с\р;06305513000
126;07;Бюджет с.Вільхівка;07305506000
126;08;Бюджет с.Августинівка;08307501000
126;09;Бюджет с. Глушків;09304505000
126;10;Бюджет селища Бабинці;10305401000
126;11;Бюджет с.Молдовка;11304513000
126;12;Бюджет с.Лизине;12303504000
126;13;Бюджет с.Довге;13304513000
