Код;Коротка назва;Колір;Іконка;Детальний опис
1;загальний фонд;green;;загальний фонд
7;спеціальний фонд (інші кошти);lightskyblue;;спеціальний фонд (інші кошти)
2;власні надходження;orange;;власні надходження
3;інші джерела власних надходжень,
8;кошти що передаються із заг. до спец.
