DATA;KOD;KODROZ;KVK;KRK;KTFK;KEKV;KKD;KKF;KKFN;KKF;SUMM;NOTE
19.05.2015;4;R4;;;0;0;41030600;0;1;0;19888000;
19.05.2015;4;R4;;;0;0;41030600;0;1;0;19888000;
19.05.2015;4;R4;;;0;0;41030600;0;1;0;19888000;
19.05.2015;4;R4;;;0;0;41030600;0;1;0;19888000;
19.05.2015;4;R4;;;0;0;41030600;0;1;0;19888000;
19.05.2015;4;R4;;;0;0;41030600;0;1;0;19888000;
19.05.2015;4;R4;;;0;0;41030600;0;1;0;19888000;
19.05.2015;4;R4;;;0;0;41030600;0;1;0;22487900;
19.05.2015;4;R4;;;0;0;41030800;0;1;0;11382200;
19.05.2015;4;R4;;;0;0;41030800;0;1;0;8491400;
19.05.2015;4;R4;;;0;0;41030800;0;1;0;10396600;
19.05.2015;4;R4;;;0;0;41030800;0;1;0;8249400;
19.05.2015;4;R4;;;0;0;41030800;0;1;0;4084300;
19.05.2015;4;R4;;;0;0;41030800;0;1;0;3050300;
19.05.2015;4;R4;;;0;0;41030800;0;1;0;3104800;
19.05.2015;4;R4;;;0;0;41030800;0;1;0;3175600;
19.05.2015;4;R4;;;0;0;41030800;0;1;0;2866500;
19.05.2015;4;R4;;;0;0;41030800;0;1;0;5065000;
19.05.2015;4;R4;;;0;0;41030800;0;1;0;8842800;
19.05.2015;4;R4;;;0;0;41030800;0;1;0;60131800;
19.05.2015;4;R4;;;0;0;41030900;0;1;0;2114000;
19.05.2015;4;R4;;;0;0;41030900;0;1;0;2231300;
19.05.2015;4;R4;;;0;0;41030900;0;1;0;2180300;
19.05.2015;4;R4;;;0;0;41030900;0;1;0;2097200;
19.05.2015;4;R4;;;0;0;41030900;0;1;0;2097200;
19.05.2015;4;R4;;;0;0;41030900;0;1;0;2097200;
19.05.2015;4;R4;;;0;0;41030900;0;1;0;2097200;
19.05.2015;4;R4;;;0;0;41030900;0;1;0;2097200;
19.05.2015;4;R4;;;0;0;41030900;0;1;0;2097200;
19.05.2015;4;R4;;;0;0;41030900;0;1;0;2097200;
19.05.2015;4;R4;;;0;0;41030900;0;1;0;2097200;
19.05.2015;4;R4;;;0;0;41030900;0;1;0;2097800;
19.05.2015;4;R4;;;0;0;41031000;0;1;0;2200;
19.05.2015;4;R4;;;0;0;41031000;0;1;0;2900;
19.05.2015;4;R4;;;0;0;41031000;0;1;0;2600;
19.05.2015;4;R4;;;0;0;41031000;0;1;0;3700;
19.05.2015;4;R4;;;0;0;41031000;0;1;0;4000;
19.05.2015;4;R4;;;0;0;41031000;0;1;0;4000;
19.05.2015;4;R4;;;0;0;41031000;0;1;0;4900;
19.05.2015;4;R4;;;0;0;41031000;0;1;0;4900;
19.05.2015;4;R4;;;0;0;41031000;0;1;0;4600;
19.05.2015;4;R4;;;0;0;41031000;0;1;0;4600;
19.05.2015;4;R4;;;0;0;41031000;0;1;0;3500;
19.05.2015;4;R4;;;0;0;41031000;0;1;0;1600;
19.05.2015;4;R4;;;0;0;41035000;0;1;0;40110;
19.05.2015;4;R4;;;0;0;41035000;0;1;0;69150;
19.05.2015;4;R4;;;0;0;41035000;0;1;0;72200;
19.05.2015;4;R4;;;0;0;41035000;0;1;0;72200;
19.05.2015;4;R4;;;0;0;41035000;0;1;0;72200;
19.05.2015;4;R4;;;0;0;41035000;0;1;0;72200;
19.05.2015;4;R4;;;0;0;41035000;0;1;0;72200;
19.05.2015;4;R4;;;0;0;41035000;0;1;0;72200;
19.05.2015;4;R4;;;0;0;41035000;0;1;0;72200;
19.05.2015;4;R4;;;0;0;41035000;0;1;0;72200;
19.05.2015;4;R4;;;0;0;41035000;0;1;0;72750;
19.05.2015;4;R4;;;0;0;41035000;0;1;0;74890;
19.05.2015;4;R4;;;0;0;41035800;0;1;0;60843;
19.05.2015;4;R4;;;0;0;41035800;0;1;0;54337;
19.05.2015;4;R4;;;0;0;41035800;0;1;0;54337;
19.05.2015;4;R4;;;0;0;41035800;0;1;0;54337;
19.05.2015;4;R4;;;0;0;41035800;0;1;0;63268;
19.05.2015;4;R4;;;0;0;41035800;0;1;0;54337;
19.05.2015;4;R4;;;0;0;41035800;0;1;0;54337;
19.05.2015;4;R4;;;0;0;41035800;0;1;0;54337;
19.05.2015;4;R4;;;0;0;41035800;0;1;0;54337;
19.05.2015;4;R4;;;0;0;41035800;0;1;0;54337;
19.05.2015;4;R4;;;0;0;41035800;0;1;0;54337;
19.05.2015;4;R4;;;0;0;41035800;0;1;0;12656;
19.05.2015;4;R4;;;0;0;41034200;0;1;0;376900;
19.05.2015;4;R4;;;0;0;41034200;0;1;0;376900;
19.05.2015;4;R4;;;0;0;41034200;0;1;0;421300;
19.05.2015;4;R4;;;0;0;41034200;0;1;0;421300;
19.05.2015;4;R4;;;0;0;41034200;0;1;0;421300;
19.05.2015;4;R4;;;0;0;41034200;0;1;0;421300;
19.05.2015;4;R4;;;0;0;41034200;0;1;0;421300;
19.05.2015;4;R4;;;0;0;41034200;0;1;0;421300;
19.05.2015;4;R4;;;0;0;41034200;0;1;0;421300;
19.05.2015;4;R4;;;0;0;41034200;0;1;0;421300;
19.05.2015;4;R4;;;0;0;41034200;0;1;0;421300;
19.05.2015;4;R4;;;0;0;41034200;0;1;0;421500;
